1002,Une pensée de rationalité,0,Jour 1; 1586
adnuo-fuga-utrum-socius-advenio-turpis,Cape à capuche,1,"Jour 1; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 2; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 3; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 4; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
adsidue-coma-tergo-brevis-odit-tribuo,Baguette de pain,2,Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Une longue journée en montagne; C'était une longue journée de marcheJour 3; Une journée de balade en forêt; C'était une longue journée de marcheJour 4; Une cave sombre; Je ne voyais rien dans cette obscurité...
adsuesco-subvenio-adfero-curto-optio-curis,Potion de soin,1,"Jour 1; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 2; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET calamitas-tumultus-articulus-titulus-coerceo-vulgoGET speculum-decens-utor-bellicus-at-creatorGET cuppedia-usitas-ascisco-suspendo-aiunt-peccatusGET cui-antepono-asperiores-valens-a-victusJour 3; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 4; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'ici"
aduro-magni-charisma-audacia-atavus-odio,Potion de soin,0,"Jour 1; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 2; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
altus-quaerat-coaegresco-cupressus-atque-creber,Potion de soin,0,"Jour 1; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET suscipit-attonbitus-defessus-bonus-aestas-perferendisGET atque-arcesso-arbitro-ait-baiulus-verbumGET degenero-aureus-triduana-nesciunt-amicitia-depereoGET corroboro-virga-celer-candidus-coma-ciminatioJour 2; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
approbo-colo-auctus-ultio-blandior-adipisci,Bâton,1,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 3; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; C'étaient des morts-vivants. Heureusement que j'avais de quoi me défendre; Je ne trouverais rien de plus iciJour 4; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
approbo-soleo-solio-iusto-tabula-hic,Bouclier en bois,0,"Jour 1; Une journée de balade en forêt; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
asperiores-deleo-voluptatem-voluptatem-vobis-ara,Hibou,1,"Jour 1; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 2; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 3; Un petit bosquet dans la pénombre; Je ne voyais rien dans cette obscurité..."
atque-arcesso-arbitro-ait-baiulus-verbum,Vers,0,"Jour 1; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 2; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 3; Des loups !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !Jour 4; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !"
Aztec,Rubis,0,Jour 1; Une énorme soucoupe en or maintenue par de grandes chaînes; J'ai essayé de déposer des objets dans la soucoupe mais rien ne s'est passé
blandior-utique-exercitationem-venustas-curto-patrocinor,Fromage,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
calamitas-tumultus-articulus-titulus-coerceo-vulgo,Bouclier en fer,0,"Jour 1; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
canis-vapulus-recusandae-tertius-umquam-aspernatur,Potion de résistance au froid,0,"Jour 1; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 2; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 3; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 4; Un loup !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !"
caveo-depono-adipiscor-abduco-ancilla-curiositas,Bouclier en bois,0,"Jour 1; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
caveo-tametsi-crur-velit-vesper-casus,Grappin,0,"Jour 1; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'iciJour 2; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
cetera-claustrum-deporto-talis-capitulus-depromo,Champignon,0,"Jour 1; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
cognatus-ciminatio-baiulus-vester-eligendi-capitulus,Champignon,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
concido-attero-averto-thymbra-cedo-quam,Champignon,1,"Jour 1; Une longue journée en montagne; C'était une longue journée de marcheJour 2; Des loups !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !Jour 3; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 4; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET deprecator-torrens-complectus-desidero-apostolus-stabilisGET adsuesco-subvenio-adfero-curto-optio-curisGET admitto-natus-cubo-censura-antepono-condicoGET somnus-cupressus-crapula-creptio-cohaero-cariesJour 5; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'ici"
corroboro-virga-celer-candidus-coma-ciminatio,Torche,0,"Jour 1; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 2; Des loups !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !Jour 3; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
coruscus-nemo-victoria-conservo-tamen-alias,Potion de résistance au feu,1,"Jour 1; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 2; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 3; Une journée de balade en forêt; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
cui-antepono-asperiores-valens-a-victus,Torche,0,"Jour 1; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
cuppedia-usitas-ascisco-suspendo-aiunt-peccatus,Manteau,0,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
curtus-abbas-accommodo-ipsam-in-volo,Épée,1,"Jour 1; Une falaise se dressait devant moi; Je ferais mieux de trouver un nouveau passageJour 2; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; C'étaient des morts-vivants. Heureusement que j'avais de quoi me défendre; Je ne trouverais rien de plus iciJour 3; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 4; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'iciJour 5; Une longue journée en montagne; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
defaeco-thema-aestivus-debeo-damnatio-patior,Fumigène,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
degenero-aureus-triduana-nesciunt-amicitia-depereo,Fumigène,0,"Jour 1; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
delinquo-concedo-velum-pecto-testimonium-deputo,Sac de pièce d'or,0,"Jour 1; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET pectus-delego-tenuis-molestiae-viscus-mollitiaGET calamitas-tumultus-articulus-titulus-coerceo-vulgoJour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
deprecator-torrens-complectus-desidero-apostolus-stabilis,Arc,0,"Jour 1; Une longue journée en montagne; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
ea-argentum-ea-abutor-degusto-currus,Kit de premier soins,1,"Jour 1; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'iciJour 2; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 3; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
facere-pariatur-comes-vinum-animi-ter,Potion de résistance au froid,0,"Jour 1; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
hic-sursum-cursus-socius-sufficio-cresco,Potion de soin,1,"Jour 1; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 2; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 3; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET adsidue-coma-tergo-brevis-odit-tribuoGET concido-attero-averto-thymbra-cedo-quamGET cetera-claustrum-deporto-talis-capitulus-depromoJour 4; Un petit bosquet dans la pénombre; Je ne voyais rien dans cette obscurité..."
optio-unus-acervus-uterque-illum-valetudo,Gourde d'eau,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
paens-desino-sui-contigo-patior-autus,Manteau,2,"Jour 1; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 2; Une longue journée en montagne; C'était une longue journée de marcheJour 3; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 4; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusement"
pectus-delego-tenuis-molestiae-viscus-mollitia,Bouclier en fer,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
quia-cibo-cruentus-vestrum-ipsa-aranea,Viandes séchées,1,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Une journée de balade en forêt; C'était une longue journée de marcheJour 3; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
quia-victus-curto-denique-adamo-sunt,Baguette de pain,0,"Jour 1; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
repudiandae-quia-repellat-cavus-temeritas-comptus,Lait,0,"Jour 1; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET cetera-claustrum-deporto-talis-capitulus-depromoGET cognatus-ciminatio-baiulus-vester-eligendi-capitulusGET AazzidyJour 2; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 3; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 4; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 5; Une falaise se dressait devant moi; Je ferais mieux de trouver un nouveau passage"
sol-acies-crux-vos-utilis-cubo,Hibou,0,"Jour 1; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'iciJour 2; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
somnus-cupressus-crapula-creptio-cohaero-caries,Manteau,1,"Jour 1; Une falaise se dressait devant moi; Je ferais mieux de trouver un nouveau passageJour 2; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'iciJour 3; Une longue journée en montagne; C'était une longue journée de marcheJour 4; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
sophismata-verumtamen-facilis-vomica-avaritia-substantia,Manteau,0,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 3; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
speculum-decens-utor-bellicus-at-creator,Rubis,0,"Jour 1; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'iciJour 2; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET sol-acies-crux-vos-utilis-cuboGET deprecator-torrens-complectus-desidero-apostolus-stabilisGET paens-desino-sui-contigo-patior-autusGET delinquo-concedo-velum-pecto-testimonium-deputoJour 3; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'iciJour 4; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; POST {egg: boolean, cheese: boolean, bread: boolean, milk: boolean}; Je n'avais besoin de rienJour 5; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
stella-pecto-sopor-angelus-cado-decretum,Manteau,0,"Jour 1; Je me baladais dans un marché, au milieu de la foule, quand j'ai entendu un cri dans ma direction 'Au voleur !'; Je n'ai rien pu faire, il m'a tout pris !Jour 2; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET optio-unus-acervus-uterque-illum-valetudoGET aduro-magni-charisma-audacia-atavus-odioJour 3; Un château abandonné au milieu d'une forêt; Il ne semblait n'y avoir personne dans ce château, je pourrais peut-être trouver un endroit où m'installer pour la nuit; J'entendais un bruit provenant du sous-sol du château, on aurait dit des bruits de pas et de métal qui s'entrechoquaient; Je n'avais rien pour me défendre, je ferais mieux de partir discrètement d'iciJour 4; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 5; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
sursum-amissio-tergiversatio-depereo-conservo-arguo,Dague,2,Jour 1; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET venustas-coniuratio-tamen-aureus-ubi-asperioresGET 1622GET sophismata-verumtamen-facilis-vomica-avaritia-substantiaJour 2; Un loup !; J'étais suffisamment armé pour lui tenir têteJour 3; Un petit bosquet dans la pénombre; Je ne voyais rien dans cette obscurité...
suscipit-attonbitus-defessus-bonus-aestas-perferendis,Cape à capuche,0,"Jour 1; Une journée de balade en forêt; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
temporibus-sumo-cubo-vobis-vitae-vobis,Sac de pièce d'or,0,"Jour 1; Une journée de balade en forêt; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
territo-utique-cito-thorax-cogo-commodi,Baguette de pain,0,"Jour 1; Un loup !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !Jour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
tersus-tabernus-cernuus-decens-nesciunt-adeo,Champignon,3,"Jour 1; Un collectionneur, il devrait pouvoir m'acheter quelques broutilles; Je n'avais rien pour lui malheureusementJour 2; Une journée de balade en forêt; C'était une longue journée de marcheJour 3; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 4; Un bon endroit pour faire une pause; Un petit casse-croûte avant de reprendre la route; Il était temps de reprendre la route"
tertius-alioqui-quasi-tergum-vitae-arcesso,Dague,0,"Jour 1; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
thorax-aveho-curia-corpus-arcus-aetas,Gourde d'eau,1,"Jour 1; Une journée de balade en forêt; C'était une longue journée de marcheJour 2; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
thymum-textus-conicio-dolore-terror-cernuus,Armure en pierre,0,"Jour 1; Une ferme tenue par un couple de personnes âgées; Le couple me proposait d'acheter quelques produits; Je n'avais malheureusement pas de quoi leur acheter des produits, ils m'ont quand même donné des œufsJour 2; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
trado-peccatus-repudiandae-terga-conspergo-cado,Fromage,1,"Jour 1; Une journée de balade en forêt; C'était une longue journée de marcheJour 2; Des loups !; J'ai dû fuir ! C'était la seule chose que je pouvais faire !Jour 3; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
traho-iste-cohors-tolero-vitium-ventus,Bouclier en fer,0,"Jour 1; Une journée de balade en forêt; La journée a été beaucoup trop difficile, je dois rentrer me reposer. Impossible de continuer dans ces conditions"
tremo-thymum-suppono-cresco-tunc-antea,Potion de soin,1,"Jour 1; Un dragon dormait juste devant moi. Derrière lui se trouvait un trésor d'une valeur inestimable. Repartir vivant avec quelques pierres précieuses, c'était l'assurance d'une vie paisible; Je tenais à ma vie, il fallait que je parte rapidement d'iciJour 2; Un bon endroit pour faire une pause; Il était temps de reprendre la routeJour 3; Un chasseur de trésors s'est présenté à moi; Il m'a donné une carte au trésor et m'a demandé de revenir le voir si je trouvais quelque chose; GET atque-arcesso-arbitro-ait-baiulus-verbumGET degenero-aureus-triduana-nesciunt-amicitia-depereoGET hic-sursum-cursus-socius-sufficio-crescoGET addo-solitudo-voluptatem-demo-theatrum-apostolusGET asperiores-deleo-voluptatem-voluptatem-vobis-araGET canis-vapulus-recusandae-tertius-umquam-aspernaturGET 4557Jour 4; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
undique-ancilla-uberrime-sol-quas-contego,Gourde d'eau,0,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
vallum-adimpleo-defetiscor-vos-vulgivagus-supellex,Épée,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
venustas-coniuratio-tamen-aureus-ubi-asperiores,Épée,0,Jour 1; Un petit bosquet dans la pénombre; Je ne voyais rien dans cette obscurité...
vereor-accedo-demoror-tenus-denique-utroque,Torche,0,"Jour 1; Devant moi se trouvait une rivière de lave, impossible de continuer sans traverser"
videlicet-ambulo-reprehenderit-ratione-decipio-repellendus,Grappin,0,"Jour 1; Il faisait vraiment très sombre ici; J'aurais mieux fait de ne pas m'aventurer ici, j'aurais dû chercher un autre chemin"
vitae-cedo-concedo-tero-arcus-fugiat,Sac de pièce d'or,0,"Jour 1; Des créatures ailées des enfers me pourchassaient; Je n'ai pu que fuir le plus vite possible et me cacher pendant plusieurs heures pour leur échapperJour 2; Une chasseuse de trésors s'est présentée à moi; Elle m'a donnée une carte au trésor et m'a demandée de revenir la voir si je trouvais quelque chose; GET degenero-aureus-triduana-nesciunt-amicitia-depereoGET curtus-abbas-accommodo-ipsam-in-voloJour 3; Un village; Il y avait un grand bûcher au milieu d'un village, où ils pratiquaient la chasse aux sorciers; Je me suis reposé à la taverne du coin avant de repartirJour 4; Dans des ruines abandonnées, un escalier descendait dans l'obscurité; Ce n'était peut-être pas une bonne idée de s'y aventurer sans lumière; J'entendais des bruits qui provenaient du fond de la crypte; ..."
